Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Least developed countries: UN classification,2005,8.302559701,26.25891014,129.7319869,0.899128625,41.39431982,25.68699835,0,12.9429891,0.069735933,75000000,321.7090237,23.03770201,7.329203834,474.1655466,61220000,20273913.09,749852827,1490398000,80.85550276,1118173.318,149383.1302,54.77111053,147.8839803,39.52911608,10.09245001,1.00655E+11,9.976851598,4.204349813,203451706,0.431924008,1.692481416,0.258664601
Least developed countries: UN classification,2006,8.802610022,29.1085881,140.2422706,1.065656564,40.88191971,25.76116308,0,13.32028181,0.071440664,84000000,327.9168553,24.26903501,6.865654655,536.8245791,68220000,20274015.25,768211301,1686556000,80.21241353,1130257.801,158367.7502,53.77492905,143.3434517,40.14710146,9.425624636,1.22347E+11,10.17088141,4.127430123,211849033,0.24080599979999998,2.244596195,0.253289591
Least developed countries: UN classification,2007,9.254653613,29.33651509,145.2444727,1.42816254,40.80670252,24.84634571,0,13.94699987,0.061641545,77000000,330.339464,25.05098727,7.229802193,628.648109,68220000,20274111.67,786317083,1122696000,78.91862113,1174718.878,169147.4047,53.3325119,137.0389538,40.22150812,10.35754553,1.52027E+11,10.43094122,3.851799503,220009033,0.24080599979999998,2.59345691,0.326336673
Least developed countries: UN classification,2008,9.765073144,30.70585185,146.3139906,1.460732042,39.08646112,26.180518,0,14.29386848,0.068208369,89000000,336.9027315,25.63709054,6.340054272,750.0554068,60220000,20273863.89,804637337,1227454000,78.21027072,1213561.357,179175.1823,55.54776001,133.4696619,41.93511852,5.866126817,1.8722E+11,10.67862242,4.12710009,229089026,0.412885998,3.157877159,0.62169276
Least developed countries: UN classification,2009,10.29204876,32.09186923,154.210073,1.263487604,40.056317,26.52969255,0,13.16127009,0.080165132,113000000,344.942464,25.9853425,3.9257451,737.951702,68220000,20273886.28,823699833,867600000,77.09036808,1239946.201,194174.3011,56.14736176,133.9815688,40.95445024,4.046169,1.66708E+11,10.91807958,4.15017828,238596629,0.24080599979999998,2.569621974,0.062460917
Least developed countries: UN classification,2010,10.85036648,32.95505197,168.3403639,1.104700154,40.88708828,29.09197535,0,9.881002391,0.100846732,153000000,349.2467653,26.49544809,6.179370964,818.4543908,68220000,20274534.06,843512714,2680070000,75.91840873,1289738.641,210097.6872,56.64477158,131.1641144,40.0776779,6.73828222,1.9648E+11,11.28287404,4.183213754,248577636,0.311914001,2.661018179,0.869502683
Least developed countries: UN classification,2011,11.46119701,34.46286756,176.0157662,1.134769134,41.4739617,27.09384653,0,11.24654888,0.111626746,181000000,351.4007153,26.26947824,3.009546687,928.0109418,68220000,20274847.05,864134636,1373402000,75.36277298,1311023.777,223558.9672,56.7669487,129.3813475,39.47516454,5.199799642,2.41932E+11,11.51015721,4.215148301,259055552,0.24080599979999998,2.980602601,0.691645129
Least developed countries: UN classification,2012,12.09926962,37.83465275,185.4298682,1.151287422,39.0792357,27.84525193,0,13.05080521,0.185542818,322000000,354.00125,27.12556911,2.166030556,950.8895163,68220000,20398637.14,885375140,682240000,74.27262866,1323044.108,234517.25,57.55464172,130.7143688,42.04734456,2.424805599,2.50724E+11,11.7900171,4.166633726,269849448,0.24080599979999998,3.556456624,0.504886842
Least developed countries: UN classification,2013,12.77164351,38.19081419,198.7556576,1.155711482,38.86795938,27.90472995,0,13.0822966,0.336359868,640000000,362.1718708,27.93096529,5.609249856,1011.223772,68220000,20398529.33,907133963,3163220000,73.57113125,1368108.118,255682.26,58.91767883,128.0145252,42.14273802,6.75963389,2.6633E+11,12.10716088,4.161209179,281078448,0.32197543659999994,2.756174599,0.551583672
Least developed countries: UN classification,2014,13.47177784,39.49906237,209.6173072,1.204896137,38.70680567,28.037489,0,13.01152663,0.387632852,803000000,367.3935694,28.22410489,5.59335795,1060.760412,49600000,20398482.47,929398042,3097368000,72.89425965,1404989.27,275307.09,59.6724205,124.3664312,42.25391177,6.913645946,2.77933E+11,12.3527553,4.162876977,292779398,0.4998200086000001,2.998088837,0.151190163
Least developed countries: UN classification,2015,14.15124312,42.32346087,643.6856004,1.672032554,37.07298179,28.30252406,0.5922720419999999,13.01984259,0.508839431,1105000000,791.718789,45.3412855,2.452281206,1003.222655,8900000,20398536.13,951928215,1234242000,72.67173225,1435538.965,286660.2,60.92313004,169.5856636,42.9943992,5.141345783,2.47883E+11,12.41397422,4.133880007,304882547,0.45840201059999997,4.04706351,0.064015277
Least developed countries: UN classification,2016,14.88385919,46.37245279,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.010710131,1016.080926,80200000,20398270.97,975265947,3163220000,72.05540036,1486266.939,313185.29,62.93978882,166.49814221999998,51.892806384000004,4.3887209,2.6335E+11,12.42439901,4.162743694,317574026,0.787290841,2.628220245,0.267886619
Least developed countries: UN classification,2017,15.65151937,50.24396516,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.316948518,1104.794664,80200000,20398229.05,999288864,2667624000,70.8010656,1528446.71,339806.49,63.8528595,166.49814221999998,51.892806384000004,5.849540401,2.97275E+11,12.53025208,4.163357491,330795768,0.499820009,1.902449923,0.274708687
Least developed countries: UN classification,2018,16.44351274,51.21588566,647.6394621000002,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.375865251,1063.20913,80200000,20398190.14,1023493788,3666600000,69.84677645,1566834.675,359297.88,64.06213379,166.49814221999998,51.892806384000004,6.191800261,3.21792E+11,12.72078724,4.094167251,344339100,0.499820009,1.687320406,0.001436774
Least developed countries: UN classification,2019,17.24382679,52.9900324,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.859785104,1089.871778,80200000,20398202.4,1048193552,1403296000,69.73485862,1603080.154,370595.59,65.40097809,166.49814221999998,51.892806384000004,6.449264208,3.40261E+11,12.79309194,4.056177762,358306106,1.043565991,1.858047425,-0.176635395
Least developed countries: UN classification,2020,18.06837144,54.59782231,647.6394621,2.441194611,35.91940796,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,0.689791203,1082.600221,104400000,20398133.09,1073743450,2248052000,71.03161375,1618511.95,351230.476,65.69664001,166.49814221999998,51.892806384000004,1.508951637,3.45462E+11,13.07891159,4.058151886,372846712,0.45559601,1.957227532,0.165386811
Low & middle income,2000,37.97245653,73.62561427,950.4249297,39.85851869,22.88432206,20.29530033,5.541335485,9.415419101,0.858329345,46055000000,869.8409883,75.6524461,5.830633348,1187.345034,8118070000,93250566.74,5017754094,14647036000,29.8010631,16834120.69,10139747.42,77.2384491,169.2591111,69.56923812,6.890350712,2.0088E+12,19.10023229,2.735963438,2005251926,0.645390061,2.379621447,0.266226965
Low & middle income,2001,38.79793546,74.24706135,970.2459192,40.36912091,22.56002694,20.77873889,5.646933837,8.606654692,0.887171504,49436000000,878.7737368,75.87579575,3.776734365,1180.67113,17235170000,93249631.94,5092597797,14605870000,29.36003836,17199852.53,10461682.28,77.63072968,167.2993914,69.75451449,3.517069569,2.01271E+12,19.15201127,2.8249827,2061899946,0.673808383,2.626934974,0.25287678
Low & middle income,2002,39.73752076,74.75247011,1013.092693,41.36612292,21.87854306,20.98248045,5.609640763,8.046668413,0.891367707,52401000000,895.6233742,76.16687817,4.764150162,1193.044071,13429560000,93246740.17,5167128185,5717792000,29.03552538,17712791.63,10849988.6,78.08553314,165.3749848,70.39527179,5.210407617,2.09099E+12,18.95425749,2.881548744,2121314598,0.725724033,2.428855662,0.230237678
Low & middle income,2003,40.62006586,75.8481671,1084.549327,42.87222692,20.81103621,21.53695978,5.63312218,7.042547454,0.909332008,57790000000,941.9200111,77.07999776,6.01803798,1325.095343,21603640000,93253323.76,5241165329,18130380000,28.01366052,18839831,11749704.86,78.73265076,166.4142663,71.45173415,7.392600701,2.35627E+12,19.08907216,2.843196952,2181627750,0.777442713,2.280405931,0.440322234
Low & middle income,2004,41.58102383,75.83283276,1158.547651,43.00110711,21.37414709,21.30304391,5.294226803,6.940128376,0.916962725,62882000000,994.0129089,77.92257263,7.667630471,1550.635861,12739970000,93400083.44,5315125594,5957586000,26.54585699,20005588.33,12719151.46,79.23574829,165.7235747,71.24427939,8.671312002,2.86826E+12,19.62454113,2.82351524,2243226342,0.804118604,2.553913621,0.657280595
Low & middle income,2005,42.53029074,76.79980538,1225.463142,44.45097332,21.30864045,20.88230904,5.05909005,6.117363182,0.974271306,71503000000,1034.707316,78.54523021,7.278332678,1820.376703,18814670000,93402956.98,5389050292,16280030000,25.45448183,21134231.46,13646458.17,79.16551208,163.4099056,71.45064554,7.448595915,3.4717E+12,20.26738727,2.798673269,2306006918,0.841498419,2.982983122,0.693008721
Low & middle income,2006,43.61430186,77.57983107,1321.582375,46.17977449,20.8463384,20.20238771,4.8606667,5.615188687,1.028394731,81893000000,1076.660784,79.08526561,8.191372146,2130.794548,25711370000,93503360.75,5462498035,20604750000,24.75527409,22205488.18,14578574.38,79.39852905,159.8206587,71.99735088,8.783195838,4.18284E+12,20.86359764,2.729541291,2368950329,0.882287882,3.280354597,1.211284212
Low & middle income,2007,44.90675603,78.36952229,1416.748797,47.73664373,20.04196924,20.13775771,4.583092048,5.110202526,1.124322874,96471000000,1114.776059,79.51469341,8.856175768,2596.034543,46566860000,93503112.56,5535561492,25962460000,23.84424599,23286811.98,15475011.21,79.81185913,154.875595,72.98460397,8.957261062,5.13246E+12,21.58522242,2.661121351,2431990972,0.896358674,3.704938976,1.150848518
Low & middle income,2008,46.07958181,79.22210734,1456.529173,47.46280877,20.18987893,20.34548474,4.484921393,4.997630486,1.32728337,1.18436E+11,1137.853881,79.74982177,5.893085276,3065.047207,55256920000,93502206.78,5609366954,34996910000,23.43606282,23896274,15953145.39,80.3966217,151.8658476,72.80592399,5.532234992,6.25365E+12,21.72551166,2.672756221,2496992162,0.966328641,3.565521892,1.269243275
Low & middle income,2009,47.4610547,79.48583076,1489.123186,47.79445644,20.11079933,20.23055783,4.339302558,4.651765032,1.642682471,1.51555E+11,1151.983753,79.77640243,3.207243152,2958.375319,69246100000,93499598.42,5684454948,30315654000,23.39478824,24330742.43,16362071.53,80.75837708,151.9055521,72.6767793,2.874883927,5.89981E+12,21.89833042,2.657502855,2563349800,1.04717087,2.535652523,0.89996246
Low & middle income,2010,48.76702437,80.20920328,1615.309477,47.98730897,20.15488354,20.24686522,4.173752749,4.217272347,1.930910472,1.94557E+11,1217.007407,80.34054451,7.924813617,3552.482048,76735497000,93500540.47,5760864582,67695067000,22.47974153,25813995.03,17591125.6,81.28820801,151.2973485,72.45144653,9.111004498,7.26299E+12,22.35311808,2.639595384,2631011863,1.116928967,3.04635163,1.155339666
Low & middle income,2011,50.33914964,81.5130255,1726.817167,50.04887654,19.0940817,18.78883433,4.164023139,4.436411755,2.200560189,2.38816E+11,1255.915,80.74991334,6.257738105,4136.003014,72522237000,93501120,5839424336,63959307000,21.71394801,27154702.29,18781990.74,81.55683899,149.6495266,73.27412262,6.898260629,8.70036E+12,22.80419292,2.581700636,2698936713,1.125155081,3.016159626,0.949320261
Low & middle income,2012,51.79338814,82.05407063,1779.535028,49.47749044,19.69190155,18.51633405,4.104119813,4.357991618,2.591731423,2.94014E+11,1280.652628,80.68673706,5.364752634,4340.914714,85694967000,93624859.09,5919975340,83508370000,21.57978847,27787349.95,19332864.24,82.09709167,147.3498996,72.35181611,5.423507669,9.20667E+12,23.38136469,2.565736783,2768184325,1.226050171,2.63472871,0.868957546
Low & middle income,2013,53.35576593,82.98765566,1859.198755,50.20699738,19.41841928,17.77622633,3.967339828,4.13538633,3.182090549,3.81215E+11,1291.187893,80.48204504,5.392164081,4534.20504,55166440000,93621700.71,6001075136,47628970000,21.7014524,28440485.16,19895263.02,82.34004211,143.269781,72.11861004,5.029484339,9.53796E+12,23.38250014,2.561624468,2839094812,1.200039408,2.738817325,1.02027465
Low & middle income,2014,54.94261875,83.58933439,1907.915178,49.46368132,19.50147572,18.129512,4.10315437,3.800599152,3.629102681,4.5133E+11,1317.069022,80.76271554,4.923874261,4626.717722,51414445000,93620682.39,6082090949,38524595000,21.69520954,28851057.71,20194597.15,82.84551239,139.6471732,71.39379247,4.833575201,9.7083E+12,23.43767776,2.545521294,2911364575,1.337431971,2.28549187,1.067481335
Low & middle income,2015,56.54035992,84.46875509,6213.059238,48.88610628,19.27309051,18.37801753,0.090536459,3.409784333,4.239056696,5.42053E+11,573.5857100599999,88.96048145,4.394960879,4329.83603,38919825000,93624834.53,6162303969,37721825000,21.73707683,28751125.73,20008374.91,83.03024292,61.738329193999995,70.67390815,4.13998797,8.91498E+12,23.25157819,2.510558678,2984456091,1.360064783,2.286950657,1.063824091
Low & middle income,2016,58.19615871,85.88434754,647.6394621,2.441194611,35.91940796,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.557560475,4312.051252,46033361000,93624520.37,6242060481,41327201000,21.99066997,28999876.06,20146301.19,83.58309174,166.49814221999998,51.892806384000004,4.580528673,8.78838E+12,23.08587884,2.45451063,3057709883,1.390429858,2.056893547,1.186016804
Low & middle income,2017,59.82076991,86.88858508,647.6394621,2.441194611,35.91940796,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,5.161604341,4680.47789,53457460000,93617953.45,6322111391,51033760000,22.00054877,29731286.24,20716381.03,83.88253021,166.49814221999998,51.892806384000004,4.722061502,9.7796E+12,22.9079057,2.418606533,3131663854,1.344242923,1.850259923,0.909022168
Low & middle income,2018,61.51201663,87.94580784,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,4.879841587,4900.346408,32781200000,93617989.44,6400438789,32146980000,22.05815301,30714545.1,21553786.4,83.9284668,166.49814221999998,51.892806384000004,4.314966697,1.06101E+13,22.80689538,2.349506315,3205242494,1.415723404,1.935986153,0.815520203
Low & middle income,2019,63.0227914,88.31972492,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,3.997645555,4957.610752,38002910000,93617193.77,6476995208,28449110000,22.5080848,31142998.05,21860472.61,84.38210297,166.49814221999998,51.892806384000004,2.933968404,1.06176E+13,22.81925314,2.276828513,3278220369,1.560769033,1.769286497,0.770461518
Low & middle income,2020,64.5701026,88.67663078,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,-1.156334483,4729.766987,29953280000,93614092.5,6550746999,29450490000,23.46281334,30726544.69,21383256.24,84.57289124,166.49814221999998,51.892806384000004,-0.423479365,1.01218E+13,22.62986946,2.180379351,3349698009,1.862315727,1.736488768,0.716331455
Low income,2000,8.697821802,15.80919441,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.710989792,30.85183342,0.000782548,6000000,846.7468757,37.01713841,3.311731718,487.4812107,80200000,14471940,382593480,590600000,77.05008293,702576.6059,156945.2377,50.24367905,226.877345,55.24210523199999,14.30499365,53941054594,8.712991399,3.637867042,104188950,0.4992380096000001,1.029549796,0.515019735
Low income,2001,8.94701432,16.54576581,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,3000000,846.7468757,37.00726047,4.883904697,474.5397173,80200000,14471940,392924294,1026668000,77.05634894,700560.2603,162517.4516,51.01802063,226.877345,55.24210523199999,3.005546506,51110014154,8.741733635,3.665700633,108008205,0.5040960085999999,1.593047972,-0.137358061
Low income,2002,9.231745289,17.22959912,612.2137311,2.786346042,36.99642257,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2000000,846.7468757,36.56259509,4.340744773,496.2464859,80200000,14471940,404771898,920950000,77.67167969,732131.9528,161348.8323,51.63061142,226.877345,55.24210523199999,5.098449799,54575331684,8.828862506,3.908886367,112230123,0.5040960085999999,1.664352982,0.143734804
Low income,2003,9.468012361,18.97366521,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,3000000,846.7468757,36.65246525,4.988319592,525.6774205,146200000,14471750,417212831,352780000,77.79993686,764591.2365,168692.4532,52.08612823,226.87734496000002,55.24210523199999,2.5676778,58347475976,8.860552608,3.904741332,116612419,0.532200009,2.122766433,0.110660797
